AMKA,first_name,last_name,fathers_name,date_of_birth,gender,weight,height,phone_number,email,address,occupation,nationality,insurance_provider
95788714398,Foteini,Oikonomou,Emmanouil,1951-07-21,F,91,192,6971714177,foteini.oikonomou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
92330500012,Ariadni,Sidiropoulou,Spyros,1975-01-20,F,61,173,6916329183,ariadni.sidiropoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
10972730694,Michalis,Lazaridis,Christos,1979-04-27,M,71,185,6919127334,michalis.lazaridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
37736792277,Margarita,Triantafyllou,Emmanouil,1979-05-19,F,53,180,6984544240,margarita.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
39344954471,Ilias,Eleftheriadis,Grigoris,1964-10-20,M,88,166,6970727042,ilias.eleftheriadis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
52170959619,Thomas,Archontopoulos,Grigoris,1962-07-17,M,59,160,6907839923,thomas.archontopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
39188958440,Theodora,Ioannidi,Andreas,1969-05-29,F,103,164,6924467449,theodora.ioannidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
18534653499,Filippos,Vlachopoulos,Eleftherios,1951-02-10,M,90,195,6942192635,filippos.vlachopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11016140969,Dionysios,Vasileiou,Dionysios,1979-01-01,M,110,195,6927530650,dionysios.vasileiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24332294086,Maria,Archontopoulou,Michalis,1989-11-19,F,86,183,6987675660,maria.archontopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
78868961756,Theodora,Papageorgiou,Nikos,1950-09-18,F,57,173,6929127494,theodora.papageorgiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
32732911325,Sofia,Antoniou,Alexandros,1971-08-01,F,79,155,6947199100,sofia.antoniou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
79194339443,Theodoros,Dimitriou,Ilias,1996-04-20,M,105,162,6903028087,theodoros.dimitriou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
60734970806,Evangelia,Vlachopoulou,Petros,1992-08-27,F,93,159,6973799857,evangelia.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
53592169040,Ioanna,Christodoulou,Charalampos,1959-03-06,F,110,176,6991012295,ioanna.christodoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
44432471634,Alexandros,Athanasiou,Theodoros,1948-06-21,M,56,190,6967259425,alexandros.athanasiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09741740994,Foteini,Nikolaidi,Sotiris,1967-07-13,F,67,195,6946998556,foteini.nikolaidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
63026066936,Konstantinos,Papadimitriou,Panagiotis,2000-10-29,M,106,156,6979976085,konstantinos.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
03040467239,Fotios,Antoniou,Charalampos,1976-12-23,M,61,174,6966353325,fotios.antoniou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
05235499837,Fotios,Nikolaidis,Nikos,1969-07-26,M,114,172,6950869196,fotios.nikolaidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
94075694397,Eirini,Nikolaidi,Eleftherios,2004-06-25,F,71,160,6931954416,eirini.nikolaidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43680926310,Olympia,Georgiou,Eleftherios,1974-12-06,F,111,168,6965587139,olympia.georgiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
56626509379,Aristeidis,Alexiou,Anastasios,1957-03-20,M,120,170,6904510333,aristeidis.alexiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43667235530,Thomas,Petridis,Ilias,1985-02-08,M,58,163,6936729728,thomas.petridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
67016754877,Leonidas,Chronopoulos,Evangelos,1995-03-07,M,100,176,6981863322,leonidas.chronopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
45077128577,Panagiotis,Ioannidis,Anastasios,1965-03-28,M,101,156,6940424982,panagiotis.ioannidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
01318961822,Foteini,Papadopoulou,Filippos,1954-01-09,F,73,177,6939756196,foteini.papadopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
39430051326,Ariadni,Kalliga,Vasilis,1993-08-11,F,85,179,6941806591,ariadni.kalliga1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
22058677402,Pavlos,Papageorgiou,Sotiris,1974-08-22,M,101,186,6963858002,pavlos.papageorgiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
25196258195,Nikos,Tsakalidis,Alexandros,1977-03-19,M,120,157,6984654935,nikos.tsakalidis2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
62655801672,Xanthi,Oikonomidi,Fotios,1962-05-22,F,111,160,6976973294,xanthi.oikonomidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
92532263322,Paraskevi,Christodoulou,Christos,1971-01-18,F,58,172,6981769730,paraskevi.christodoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
05713016059,Athanasios,Sidiropoulos,Eleftherios,1956-04-19,M,55,186,6986964820,athanasios.sidiropoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
68001490448,Dimitra,Vasileiou,Sotiris,1976-06-28,F,113,191,6960924328,dimitra.vasileiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
26416148598,Kyriakos,Kalligas,Charalampos,1986-07-18,M,78,170,6953843632,kyriakos.kalligas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09001497409,Maria,Tsakalidi,Theodoros,1967-12-27,F,98,171,6942333200,maria.tsakalidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
72754863751,Xanthi,Archontopoulou,Thomas,1974-08-01,F,108,195,6976419559,xanthi.archontopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
47548806288,Anastasia,Kalliga,Kyriakos,1955-04-20,F,70,170,6997501959,anastasia.kalliga@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24793122787,Ariadni,Bakogianni,Ilias,1996-09-19,F,102,157,6955844119,ariadni.bakogianni@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
49346178537,Athina,Lazaridi,Vasilis,1986-12-16,F,99,166,6940326797,athina.lazaridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
91306394698,Nikoletta,Ioannidi,Fotios,1984-06-04,F,104,155,6985034765,nikoletta.ioannidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
28043644295,Aggeliki,Vlachopoulou,Leonidas,1984-05-11,F,71,189,6941918105,aggeliki.vlachopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
73368796099,Dimitris,Spanos,Panagiotis,1972-06-20,M,105,174,6957884176,dimitris.spanos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
32873710764,Stefanos,Chronopoulos,Charalampos,1984-07-19,M,86,173,6972246156,stefanos.chronopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
18327178366,Vasiliki,Diamanti,Stefanos,2002-03-01,F,91,167,6974800504,vasiliki.diamanti@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
60733568622,Alexandra,Ioannidi,Stefanos,1967-06-28,F,101,167,6933435645,alexandra.ioannidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
33855358716,Petros,Lamprou,Evangelos,1998-09-23,M,109,187,6973689882,petros.lamprou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
74545577228,Georgia,Diamanti,Leonidas,1991-05-02,F,90,162,6996187245,georgia.diamanti@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24471657698,Ioannis,Makris,Ilias,1980-09-24,M,54,172,6943175445,ioannis.makris@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
56673568867,Aristeidis,Papadopoulos,Thomas,2002-11-13,M,96,158,6963292064,aristeidis.papadopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
88431906979,Stefanos,Eleftheriadis,Andreas,1971-02-13,M,65,157,6905847213,stefanos.eleftheriadis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43886428842,Giannis,Konstantinidis,Andreas,1985-11-14,M,112,175,6975831461,giannis.konstantinidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
79807274008,Xanthi,Vlachopoulou,Nikos,1971-01-06,F,105,195,6905710425,xanthi.vlachopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
22860994481,Evangelia,Vasileiou,Filippos,1977-09-19,F,68,182,6967519989,evangelia.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
19317912931,Stavroula,Triantafyllou,Thomas,1997-08-10,F,74,191,6937258447,stavroula.triantafyllou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
94968595920,Dionysios,Petridis,Konstantinos,1984-12-20,M,53,187,6946103154,dionysios.petridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
31609400541,Giannis,Tsoukalas,Nikos,1952-03-11,M,57,184,6978496887,giannis.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
14217585948,Vasiliki,Vlachopoulou,Pavlos,1958-03-06,F,94,169,6980952715,vasiliki.vlachopoulou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11533739915,Athanasios,Konstantinidis,Kyriakos,1986-07-07,M,98,180,6926537211,athanasios.konstantinidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
13411092083,Aikaterini,Kalliga,Evangelos,1960-08-28,F,53,193,6976301306,aikaterini.kalliga1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
28549444481,Eleftherios,Spanos,Dionysios,1995-01-01,M,97,166,6921973985,eleftherios.spanos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
99903111109,Elisavet,Alexiou,Spyros,1968-01-01,F,82,174,6971996440,elisavet.alexiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
07425488076,Vasiliki,Tsoukala,Spyros,1975-06-09,F,120,183,6969396100,vasiliki.tsoukala@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09294448083,Pavlos,Alexiou,Anastasios,1951-01-15,M,74,162,6943552571,pavlos.alexiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
56850570589,Athina,Angelopoulou,Panagiotis,1975-02-21,F,108,191,6941930113,athina.angelopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
95773150935,Pinelopi,Kalliga,Vasilis,2003-07-24,F,61,195,6980566283,pinelopi.kalliga1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
60481649386,Danai,Alexiou,Dimitris,1986-01-29,F,65,185,6960908622,danai.alexiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
18272579628,Alexandra,Athanasiou,Panagiotis,1956-12-19,F,105,187,6993502677,alexandra.athanasiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
81858367215,Alexandros,Papadimitriou,Fotios,1966-04-02,M,57,170,6924247407,alexandros.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
75006886128,Kalliopi,Papadimitriou,Panagiotis,2004-10-14,F,69,182,6965097797,kalliopi.papadimitriou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
47319088633,Georgia,Vlachopoulou,Spyros,1974-02-05,F,95,173,6979930399,georgia.vlachopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
44683832805,Sotiris,Angelopoulos,Giannis,1947-12-21,M,79,182,6967768626,sotiris.angelopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
31412155639,Despoina,Vasileiou,Vasilis,1972-05-08,F,90,156,6938697296,despoina.vasileiou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
36229473062,Paraskevi,Papadopoulou,Petros,1947-01-25,F,106,163,6981391842,paraskevi.papadopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
41608101675,Aikaterini,Tsakalidi,Dionysios,1983-04-17,F,63,178,6968005780,aikaterini.tsakalidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
06715883056,Athanasios,Chatzidakis,Markos,1957-09-02,M,80,166,6949577347,athanasios.chatzidakis2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
22582344785,Kyriakos,Vasileiou,Konstantinos,1963-09-06,M,58,166,6950822786,kyriakos.vasileiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
40318505520,Filippos,Karamanlis,Pavlos,1991-01-05,M,120,179,6997696797,filippos.karamanlis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
57218920666,Christina,Oikonomou,Filippos,1994-07-06,F,107,180,6965855751,christina.oikonomou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
98704171350,Christina,Chronopoulou,Dionysios,1952-03-05,F,105,162,6903326117,christina.chronopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
26427688714,Giannis,Karamanlis,Nikos,1985-06-11,M,74,164,6918184154,giannis.karamanlis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
07856740256,Christina,Spanou,Michalis,1958-04-13,F,75,180,6913573250,christina.spanou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
97564767887,Vasiliki,Konstantinidi,Giannis,1986-10-29,F,90,193,6987241640,vasiliki.konstantinidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
08711264379,Ioanna,Vlachopoulou,Athanasios,1981-08-27,F,82,195,6915636838,ioanna.vlachopoulou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
65213543824,Panagiotis,Tsoukalas,Filippos,1971-07-20,M,106,184,6983466153,panagiotis.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
10918544285,Alexandra,Oikonomidi,Christos,2004-06-13,F,68,163,6925784896,alexandra.oikonomidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
08630569934,Vasilis,Stamatiou,Ilias,1992-11-23,M,84,169,6927010296,vasilis.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
83619855285,Dionysios,Diamantis,Georgios,1954-05-23,M,52,195,6996195949,dionysios.diamantis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
02173717033,Eleftherios,Chronopoulos,Michalis,1977-08-23,M,66,155,6910035365,eleftherios.chronopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
97039803278,Konstantinos,Antoniou,Emmanouil,1997-12-09,M,109,175,6936517451,konstantinos.antoniou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
45687680601,Sotiris,Vasileiou,Filippos,2002-12-24,M,59,175,6946607032,sotiris.vasileiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
37549339833,Margarita,Konstantinidi,Michalis,1998-01-09,F,68,182,6981168856,margarita.konstantinidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
24277266930,Christos,Panagiotidis,Sotiris,1997-01-19,M,92,169,6996102180,christos.panagiotidis2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
22347820436,Spyros,Triantafyllou,Dionysios,1957-12-08,M,73,182,6987029068,spyros.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
77341701375,Christina,Chatzidaki,Vasilis,1998-10-27,F,87,169,6919309795,christina.chatzidaki@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
08724016743,Foteini,Chronopoulou,Christos,1987-08-28,F,117,156,6984489007,foteini.chronopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
85199670545,Ioanna,Tsakalidi,Andreas,1988-01-30,F,60,195,6992436875,ioanna.tsakalidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
71251345939,Ilias,Angelopoulos,Alexandros,1988-05-24,M,107,172,6905521663,ilias.angelopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
23276903256,Dimitra,Papanikolaou,Petros,1971-01-21,F,86,179,6939286694,dimitra.papanikolaou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
12168433410,Aikaterini,Vasileiou,Dionysios,1965-11-27,F,56,168,6923325559,aikaterini.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
19445405525,Grigoris,Chronopoulos,Anastasios,1995-12-04,M,78,191,6935654961,grigoris.chronopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
75164766779,Michalis,Triantafyllou,Ioannis,1960-08-17,M,52,159,6903511596,michalis.triantafyllou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
85445307900,Athina,Papadimitriou,Charalampos,1999-11-03,F,115,155,6972554993,athina.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
39659443000,Dionysios,Angelopoulos,Ioannis,1991-10-11,M,84,160,6919223461,dionysios.angelopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59351691487,Athina,Kalliga,Dimitris,1960-06-24,F,55,162,6969894419,athina.kalliga1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
69115281938,Spyros,Georgiou,Aristeidis,1972-05-02,M,70,191,6996918609,spyros.georgiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
57545237403,Vasilis,Makris,Ilias,1955-08-26,M,74,169,6928184340,vasilis.makris@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
82975823283,Michalis,Papanikolaou,Charalampos,1957-10-20,M,98,163,6950710120,michalis.papanikolaou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
51626974266,Stavroula,Athanasiou,Ilias,2000-01-17,F,52,176,6934627193,stavroula.athanasiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
41149853325,Anastasia,Lazaridi,Thomas,1971-07-14,F,104,178,6980471472,anastasia.lazaridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
83411835156,Filippos,Bakogiannis,Charalampos,2005-08-31,M,94,163,6962841711,filippos.bakogiannis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
33589783403,Stefanos,Triantafyllou,Andreas,1986-05-02,M,118,157,6995654176,stefanos.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
81570981808,Foteini,Angelopoulou,Markos,1988-11-10,F,87,185,6945208238,foteini.angelopoulou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
50178380054,Eirini,Papanikolaou,Emmanouil,1993-07-17,F,117,195,6958017339,eirini.papanikolaou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
40103364045,Athina,Vasileiou,Andreas,1962-04-29,F,63,167,6936149036,athina.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
86324887708,Fotios,Papadimitriou,Vasilis,1998-12-20,M,106,193,6925829513,fotios.papadimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11075508242,Athanasios,Eleftheriadis,Filippos,1981-03-03,M,72,175,6953386896,athanasios.eleftheriadis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
18424104274,Giannis,Papadopoulos,Thomas,1989-11-07,M,79,182,6936307716,giannis.papadopoulos@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
82249988998,Michalis,Vasileiou,Grigoris,1970-07-25,M,93,181,6982473033,michalis.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
30789386189,Xanthi,Chronopoulou,Charalampos,1964-03-24,F,51,191,6971870239,xanthi.chronopoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
86231070967,Paraskevi,Triantafyllou,Athanasios,1980-04-03,F,118,174,6943005139,paraskevi.triantafyllou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
29649982190,Eleftherios,Dimitriou,Theodoros,1994-07-19,M,111,190,6988465786,eleftherios.dimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
45058487178,Theodora,Lamprou,Nikos,1987-09-29,F,71,175,6904308286,theodora.lamprou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
47326452141,Christina,Konstantinidi,Markos,2001-08-10,F,60,167,6939026819,christina.konstantinidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
25583421457,Eleftherios,Spanos,Stefanos,1973-07-21,M,53,165,6934202695,eleftherios.spanos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
89757878678,Thomas,Panagiotidis,Panagiotis,2005-09-23,M,74,191,6934949737,thomas.panagiotidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
01766904823,Athina,Konstantinidi,Dimitris,2002-06-10,F,99,187,6912427885,athina.konstantinidi1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
78309423691,Vasiliki,Michailidi,Spyros,1999-06-23,F,92,172,6910642868,vasiliki.michailidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
22877675883,Michalis,Vlachopoulos,Nikos,2003-06-15,M,71,188,6969842942,michalis.vlachopoulos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
78683046401,Christina,Lazaridi,Pavlos,1998-12-15,F,113,165,6907980025,christina.lazaridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
47709315045,Theodoros,Panagiotidis,Evangelos,1980-01-22,M,99,195,6962386274,theodoros.panagiotidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
55944160232,Alexandra,Oikonomidi,Leonidas,1961-10-23,F,54,167,6905084214,alexandra.oikonomidi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59701860858,Foteini,Lamprou,Dimitris,1993-12-14,F,53,157,6919808258,foteini.lamprou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
36002542690,Emmanouil,Vlachopoulos,Thomas,1987-07-19,M,118,187,6931348148,emmanouil.vlachopoulos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
27656723811,Michalis,Makris,Antonis,1965-11-12,M,115,178,6940240671,michalis.makris1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
66996040356,Stefanos,Tsoukalas,Fotios,2002-11-09,M,114,195,6990566262,stefanos.tsoukalas@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
14564917849,Maria,Dimitriou,Fotios,1980-02-07,F,113,184,6933629986,maria.dimitriou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11105588951,Ariadni,Christodoulou,Petros,1982-01-30,F,108,165,6922262220,ariadni.christodoulou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
72785804898,Margarita,Michailidi,Antonis,1999-11-22,F,50,158,6967378740,margarita.michailidi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
89383398764,Petros,Papadopoulos,Ioannis,1968-08-29,M,94,177,6949258346,petros.papadopoulos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
00139838707,Leonidas,Lazaridis,Giannis,1984-04-15,M,118,156,6914539200,leonidas.lazaridis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
42579792581,Emmanouil,Oikonomidis,Andreas,1994-11-19,M,83,174,6976534591,emmanouil.oikonomidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
63171330999,Stefanos,Karamanlis,Christos,1987-02-28,M,88,169,6983236371,stefanos.karamanlis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
88946228406,Leonidas,Karamanlis,Thomas,1972-07-29,M,83,178,6941944960,leonidas.karamanlis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
43659931279,Foteini,Angelopoulou,Panagiotis,2000-12-15,F,80,190,6929290968,foteini.angelopoulou2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
60536410227,Despoina,Mavridi,Leonidas,1966-07-31,F,94,161,6900451380,despoina.mavridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
15354990371,Pinelopi,Mavridi,Kyriakos,2005-11-06,F,114,176,6966574709,pinelopi.mavridi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
40025306609,Emmanouil,Ioannidis,Ioannis,1980-07-18,M,88,172,6965477583,emmanouil.ioannidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
69954484154,Alexandra,Vasileiou,Nikos,1999-08-20,F,61,195,6960759404,alexandra.vasileiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
68185944444,Anastasios,Vasileiou,Athanasios,1980-07-05,M,80,164,6923916851,anastasios.vasileiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
39693377422,Foteini,Triantafyllou,Thomas,1973-03-14,F,114,195,6952503478,foteini.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
48197360413,Markos,Triantafyllou,Ioannis,2002-12-23,M,85,167,6988163872,markos.triantafyllou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
62325031891,Aggeliki,Michailidi,Georgios,1972-05-27,F,109,159,6905738162,aggeliki.michailidi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
48496246645,Theodora,Oikonomidi,Anastasios,1985-05-19,F,97,176,6942554529,theodora.oikonomidi@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
11354358043,Filippos,Spanos,Emmanouil,1985-12-15,M,76,180,6996732118,filippos.spanos1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
08121932328,Alexandros,Nikolaidis,Sotiris,1956-02-17,M,93,182,6959099395,alexandros.nikolaidis@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
09194361603,Christina,Papageorgiou,Kyriakos,1982-04-28,F,63,192,6986493785,christina.papageorgiou1@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
59186698511,Thomas,Stamatiou,Emmanouil,1949-01-14,M,55,177,6993700107,thomas.stamatiou@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
37265868494,Maria,Lazaridi,Ioannis,1978-06-08,F,113,157,6915613393,maria.lazaridi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
21016339648,Eirini,Oikonomidi,Evangelos,1965-01-16,F,78,174,6944355721,eirini.oikonomidi2@ygeiopolis.gr,"Patision 1, Athens",Other,GR,EOPYY
